client_id,Loan Type,Loan Amount,Type of city,Gender,Age,Marital Status,Qualification,Employment,Loan Entity,No. of Loans,Debt,Loan Term,Annual_Income,Defaulting Payment Status,Monthly EMI,Payment_History_Monthly,Intrest Rate (Anual),Debt (Approx Anual Debt Amount),Debt to Income Ratio,Assets,credit_score,Segment
111065,0,138023,3,1,32,1,1,1,3,0,0,3,1706693,0,46007.7,46007.7,13.11,0,0.0,5,7.401138151314553,Good
103584,3,2434578,1,1,42,0,1,2,0,0,3,36,23584910,0,67627.2,67627.2,10.98,28319100,1.200729616,3,5.4643632368160855,Excellent
103229,1,233261,1,1,37,2,3,0,3,0,0,18,4787299,0,12958.9,12958.9,12.53,0,0.0,3,7.180734617892121,Good
106308,2,434118,2,0,23,1,3,2,2,0,0,72,452590,0,6029.4,6029.4,19.22,0,0.0,3,4.001855609647098,Low
104290,3,1224044,1,0,45,0,5,1,3,1,0,36,16368365,0,34001.2,34001.2,13.43,0,0.0,0,4.929609803983434,Excellent
101930,2,829073,1,0,53,0,4,0,2,0,2,12,8265428,0,69089.4,69089.4,19.67,5860809,0.709075083,3,3.65558592086275,Low
101727,2,287952,3,1,39,1,2,2,3,0,2,6,1352910,0,47992.0,47992.0,8.24,882504,0.652300566,4,8.338297626218177,Good
106370,4,4696022,1,1,40,0,5,1,1,0,3,60,84918563,0,78267.0,78267.0,28.95,126212550,1.486277511,3,8.088739358177873,Good
108458,3,1242290,1,1,50,1,3,1,2,1,1,60,9237748,0,20704.8,20704.8,17.05,1905049,0.206224407,3,7.6680885196456225,Good
104711,2,838583,1,1,42,1,4,2,1,1,1,24,9245031,0,34941.0,34941.0,29.99,3477393,0.376136417,3,6.736803038665138,Good
110469,0,101681,1,1,43,1,4,2,1,2,2,6,808941,0,16946.8,16946.8,29.03,495427,0.612439073,3,5.466359641003795,Excellent
105759,1,463755,1,0,35,2,5,1,1,1,0,24,7248336,0,19323.1,19323.1,25.13,0,0.0,1,2.3433492486047345,Low
106659,3,998659,3,1,34,1,0,2,3,0,2,48,1258725,0,20805.4,20805.4,13.38,761011,0.60458886,3,9.232435841010822,Good
107451,3,1888562,1,0,29,1,3,0,1,0,0,36,31608499,0,52460.1,52460.1,19.0,0,0.0,3,3.2911110453358705,Low
106953,1,334209,2,0,22,0,2,1,2,0,2,60,3648085,0,5570.2,2785.1,17.97,2296888,0.629614724,3,3.3430160205851873,Low
108929,0,145706,2,0,36,1,2,1,2,0,2,48,2643378,1,3035.5,2428.4,15.26,1512100,0.572033276,3,2.6041552874762304,Low
108652,3,1034299,1,0,47,0,2,2,1,2,0,24,21858534,0,43095.8,43095.8,27.01,0,0.0,1,3.651119092324672,Low
102742,3,1629461,1,1,46,1,4,1,3,0,1,24,21739929,1,67894.2,33947.1,13.29,10289296,0.473290239,0,8.47979746658577,Good
108828,1,293900,1,0,25,0,1,0,2,0,0,36,6424932,0,8163.9,4081.9,17.13,0,0.0,1,2.9049982984941187,Low
104332,3,1653952,1,1,50,0,2,2,2,1,2,24,6945213,1,68914.7,68914.7,15.53,4262016,0.613662425,3,7.614483710495915,Good
101665,2,593508,3,0,44,1,0,1,3,0,2,60,1084943,0,9891.8,9891.8,7.23,628330,0.579136645,1,4.771105414794724,Excellent
105924,3,2068259,1,1,39,1,1,1,1,3,2,24,46020508,0,86177.5,86177.5,22.97,31136148,0.676571142,3,7.038555345834325,Good
103368,3,2161276,2,1,35,0,3,1,3,2,3,24,8272734,0,90053.2,72042.5,8.32,8950323,1.081906343,4,8.649132573408068,Good
105997,0,64716,4,1,34,0,0,1,2,1,3,3,345922,1,21572.0,21572.0,18.69,472185,1.365002627,0,7.093780290861357,Good
107191,0,147209,4,1,37,1,0,2,1,0,0,12,575546,0,12267.4,12267.4,24.71,0,0.0,0,6.4255421619354784,Excellent
107968,0,196618,2,1,31,1,2,1,1,0,2,12,1005205,0,16384.8,16384.8,18.7,625177,0.621939606,4,5.335337941017691,Excellent
106752,0,227459,2,1,44,1,0,2,1,0,2,24,5135613,0,9477.5,9477.5,20.91,3372888,0.65676442,3,5.450378415027263,Excellent
107020,4,8442286,1,0,38,0,0,2,3,0,2,12,180245426,0,703523.8,703523.8,9.24,135172142,0.749933828,3,5.729376062667945,Excellent
106918,1,195077,3,1,35,2,4,2,2,0,3,24,1438203,1,8128.2,8128.2,19.24,1542105,1.072244519,2,7.325945999598501,Good
110930,3,376004,1,1,34,1,4,0,2,0,1,18,6734686,0,20889.1,20889.1,19.41,2255531,0.334912576,3,7.7379278570621945,Good
105639,0,100222,3,1,22,1,1,2,2,1,1,18,1996448,0,5567.9,5567.9,18.39,226786,0.113594727,2,6.687897085222558,Good
101657,2,771904,1,1,43,1,1,2,3,0,0,24,3641228,0,32162.7,32162.7,9.33,0,0.0,3,7.637455981368447,Good
108342,0,21436,3,1,27,1,5,1,2,1,0,60,138823,0,357.3,357.3,17.58,0,0.0,5,6.6417548280209395,Excellent
105187,3,2255850,1,0,30,0,0,2,3,1,2,48,28124468,0,46996.9,46996.9,11.11,17425470,0.619583984,3,4.871577195725231,Excellent
106771,2,197435,2,1,49,2,3,2,3,2,2,60,3214031,0,3290.6,3290.6,9.23,2430162,0.756110357,3,7.991074411695488,Good
106358,1,240412,1,1,45,1,3,0,2,2,2,72,2668294,0,3339.1,3339.1,19.29,1914545,0.717516614,3,6.545966623444958,Excellent
105038,1,173543,2,1,34,0,4,1,2,0,0,3,3433769,0,57847.7,57847.7,14.51,0,0.0,1,6.6897431747802045,Good
101681,3,2287453,1,1,33,1,5,1,1,1,3,36,56654196,0,63540.4,63540.4,18.77,78899802,1.392655928,3,6.83630313176022,Good
106958,3,773401,1,1,44,0,1,1,2,1,3,12,16825537,0,64450.1,64450.1,12.25,20358747,1.209990932,3,7.394534490242655,Good
110266,1,249412,1,0,27,0,2,1,2,2,2,60,5346801,1,4156.9,4156.9,16.47,3438634,0.643119926,1,2.8685626964306294,Low
110324,3,1023975,1,1,25,1,3,1,3,1,1,18,5978023,1,56887.5,56887.5,11.55,2606991,0.436095812,3,8.354960461447961,Good
110219,0,206632,1,1,26,2,5,1,3,0,0,24,4691969,0,8609.7,8609.7,13.6,0,0.0,0,6.645072798462638,Excellent
102949,1,186284,1,1,39,1,4,2,2,0,2,72,4616720,0,2587.3,2587.3,11.14,3009436,0.651855872,3,6.125236187208582,Excellent
108491,0,259983,1,1,33,0,3,1,3,1,3,60,3790328,0,4333.0,3466.4,8.33,4914554,1.296603738,3,6.378226009235153,Excellent
105489,4,1823902,1,0,49,0,4,1,2,2,2,3,35096563,0,607967.3,607967.3,12.17,26419101,0.752754644,4,4.507812747656839,Excellent
102900,2,526457,1,1,29,1,0,2,3,2,2,3,8098536,0,175485.7,87742.8,9.72,6030594,0.744652369,0,7.642967226158087,Good
101942,1,308512,1,1,32,0,1,1,0,0,2,48,7653807,0,6427.3,6427.3,13.09,4386530,0.573117414,1,4.269309969992585,Low
106080,3,521542,1,0,31,0,0,0,1,2,2,6,8090103,0,86923.7,86923.7,21.9,5471047,0.67626418,1,3.359097157395345,Low
110923,3,2417360,1,1,30,2,0,1,1,1,2,60,29920641,0,40289.3,20144.7,28.81,16806976,0.561718454,0,7.358328959141563,Good
109083,0,219822,3,0,29,0,3,1,0,1,2,60,1042060,0,3663.7,3663.7,14.09,533645,0.512106057,1,0.9781562228117634,Low
110534,3,1240228,1,1,27,1,4,1,3,0,2,3,26361329,1,413409.3,413409.3,12.62,14001882,0.531152349,3,8.422526721687275,Good
110945,4,3101153,1,1,53,0,3,0,1,1,1,18,18172937,0,172286.3,172286.3,27.75,5225503,0.287543117,1,7.933243118050816,Good
108908,3,168923,1,0,25,0,3,2,1,1,3,3,2917234,0,56307.7,56307.7,22.78,4213541,1.444361554,3,3.3833941859327963,Low
109115,0,200935,3,0,37,0,0,2,1,0,3,6,1381921,0,33489.2,33489.2,24.31,1711782,1.238697881,5,2.4821491819318506,Low
103032,0,71516,3,1,44,0,3,1,3,2,2,36,1270335,0,1986.6,993.3,9.22,683263,0.537860459,1,7.197925648319549,Good
108755,1,164347,4,0,31,1,2,0,2,0,2,48,346139,0,3423.9,3423.9,17.62,187868,0.542753815,0,4.100284936719534,Low
109749,3,615716,2,1,45,1,3,0,3,1,1,24,3205438,0,25654.8,25654.8,11.61,1116324,0.348259476,3,8.726574118593714,Good
101857,0,168116,2,1,39,0,1,1,3,0,2,24,3071159,0,7004.8,7004.8,10.73,2326771,0.75761978,1,6.888373600570691,Good
109434,3,1789788,1,1,44,2,3,2,3,0,3,18,27172000,1,99432.7,99432.7,8.68,31521932,1.160088747,1,8.253069966342025,Good
108838,2,811734,1,1,31,0,2,0,3,0,2,18,11644670,0,45096.3,45096.3,13.17,7743627,0.664993268,3,7.836534274487446,Good
107365,3,1314328,1,0,36,2,2,1,1,1,0,36,4270897,0,36509.1,36509.1,19.16,0,0.0,3,3.2654568694216057,Low
110827,4,1876658,1,1,53,2,0,1,2,2,2,60,40686403,0,31277.6,15638.8,14.99,31235049,0.767702399,4,8.188857209965095,Good
106175,2,212553,2,1,36,2,1,2,2,1,2,24,3448973,1,8856.4,7085.1,17.08,1861569,0.53974583,0,7.412618790380235,Good
109442,0,205791,2,0,23,2,1,1,1,0,2,60,3059970,1,3429.8,1714.9,17.7,1673656,0.546951792,4,1.7511861786031258,Low
104561,2,197843,3,1,39,0,3,0,3,0,3,6,4757523,0,32973.8,32973.8,13.45,5654753,1.18859183,0,8.599903609007194,Good
104024,3,518606,1,1,45,0,3,2,3,1,1,60,7380294,0,8643.4,8643.4,7.82,2076641,0.281376443,0,8.134074003793463,Good
106373,4,5801076,1,1,39,0,5,1,3,1,1,24,118230536,0,241711.5,241711.5,12.26,22676182,0.191796322,2,9.261856766258367,Good
109947,0,149436,4,1,32,1,3,1,1,0,1,60,919427,0,2490.6,2490.6,27.75,294072,0.319842825,0,6.581418266931541,Excellent
106634,0,169886,2,0,44,1,1,2,2,2,0,60,1513354,0,2831.4,2831.4,16.41,0,0.0,1,2.6644973329444355,Low
108411,0,108654,3,1,31,1,4,1,2,0,0,48,1830532,1,2263.6,2263.6,10.86,0,0.0,1,6.3026183270548986,Excellent
101718,3,852607,1,1,30,1,2,1,1,1,2,24,13743608,0,35525.3,35525.3,15.88,10574685,0.769425686,3,6.6036584712059305,Excellent
104190,4,6141268,1,0,54,1,0,1,3,0,3,24,18875083,0,255886.2,255886.2,12.18,27223336,1.442289592,3,5.744351977833096,Excellent
108482,3,2464683,1,1,41,2,3,2,3,1,2,36,5689260,0,68463.4,34231.7,11.84,2950274,0.518568986,1,8.454747879862861,Good
103324,1,199502,1,1,38,0,0,0,2,2,0,24,1222195,0,8312.6,8312.6,19.66,0,0.0,4,6.562510750632871,Excellent
106086,0,134010,3,0,38,1,0,2,1,0,2,48,1851018,0,2791.9,2791.9,27.76,1260650,0.68105749,2,2.6549538134662063,Low
110860,4,9624565,1,1,30,0,3,2,3,2,2,48,188227699,0,200511.8,200511.8,7.51,106257535,0.564515932,3,9.243901339565255,Good
108220,3,2271085,1,1,25,0,4,1,3,0,2,3,23469004,1,757028.3,757028.3,9.67,16410074,0.699223281,1,8.332162104363869,Good
109446,1,14066,4,1,31,1,4,2,2,2,3,18,99071,0,781.4,781.4,16.04,127233,1.284261777,0,7.5439401670452,Good
102587,0,37265,4,1,25,0,1,2,3,0,3,24,565847,1,1552.7,1552.7,7.73,629144,1.111862088,0,7.512177825886851,Good
102247,1,109830,4,1,26,1,4,2,1,2,1,36,370555,1,3050.8,3050.8,18.58,176531,0.476395738,0,6.698197531209288,Good
101716,3,1562333,1,1,37,0,3,2,2,0,3,18,7996122,0,86796.3,86796.3,11.44,9888601,1.236674645,3,7.399544477425018,Good
111080,3,1725497,1,0,41,1,4,2,2,0,2,24,20477945,1,71895.7,71895.7,16.02,12646996,0.61759106,2,4.110344252607739,Low
105003,3,1878202,1,1,45,0,3,0,1,1,2,24,45453054,0,78258.4,78258.4,25.62,33520258,0.737469872,3,7.163115828251599,Good
109290,1,49976,4,1,24,0,2,2,1,1,2,36,441449,0,1388.2,1388.2,17.74,260139,0.589285008,0,6.651634365774376,Excellent
105615,3,1420249,1,0,41,1,0,1,3,1,2,60,30429534,0,23670.8,23670.8,13.02,20617525,0.677549814,2,4.920171091077819,Excellent
104824,1,443858,1,1,25,2,3,1,2,0,2,48,10845677,0,9247.0,9247.0,12.88,6088362,0.561363034,3,6.229563672377784,Excellent
108488,3,1843481,1,0,38,1,3,2,0,1,2,24,38234027,0,76811.7,76811.7,15.18,19819537,0.518374297,5,2.111230990011652,Low
107443,2,891538,1,1,58,0,1,0,1,1,3,48,10345965,0,18573.7,18573.7,24.89,12923807,1.249163971,3,6.478642319540144,Excellent
108451,4,9250882,1,1,28,2,3,1,1,1,3,60,189347488,1,154181.4,154181.4,25.42,204758195,1.081388496,3,8.176401334523757,Good
107343,0,94298,4,0,33,2,2,2,2,1,0,36,195753,0,2619.4,2619.4,13.58,0,0.0,0,3.300268743621924,Low
102129,0,65889,3,1,23,1,2,1,1,0,3,18,1432383,0,3660.5,3660.5,27.92,1690711,1.180348388,5,6.1925958194259785,Excellent
101872,3,1824917,1,0,30,1,1,1,2,2,2,60,23266339,1,30415.3,30415.3,16.26,14957026,0.64286118,3,4.128500736240765,Low
104022,3,966309,1,1,37,0,0,2,1,2,3,72,11407662,1,13421.0,13421.0,22.02,11441469,1.002963572,3,6.924924795549227,Good
110503,3,440681,1,1,26,1,1,0,3,0,2,18,8189489,0,24482.3,24482.3,8.36,4950506,0.604495073,1,8.157145499711879,Good
110917,1,164713,1,1,39,0,4,1,3,1,3,48,3845540,0,3431.5,3431.5,7.44,4700218,1.222251747,4,6.9159235778460015,Good
107524,1,221806,3,1,29,0,1,1,1,1,0,3,1576009,0,73935.3,36967.7,29.43,0,0.0,1,6.868057378289816,Good
104474,4,6818550,1,0,38,0,0,2,3,1,3,3,76142922,0,2272850.0,2272850.0,13.79,96898722,1.272590019,3,5.866761238926445,Excellent
105421,0,258778,1,0,45,1,5,1,2,0,0,24,4300066,1,10782.4,10782.4,15.46,0,0.0,1,2.228460546298746,Low
104587,1,361715,2,0,31,0,1,1,1,2,3,24,5626557,0,15071.5,15071.5,21.25,7990516,1.420143086,1,2.5311611232182467,Low
105967,0,42878,3,1,25,2,3,1,2,2,3,36,284496,0,1191.1,1191.1,18.17,330938,1.163241979,4,6.673245631789902,Excellent
102051,0,33040,2,1,40,0,5,1,1,0,0,24,47229,0,1376.7,1376.7,21.11,0,0.0,2,5.449163724777818,Excellent
110931,3,671520,2,0,26,0,3,2,2,2,3,12,3298458,0,55960.0,55960.0,14.34,4819401,1.461107375,0,4.354749215776615,Low
107240,0,214800,2,1,45,1,4,1,1,2,2,24,419094,0,8950.0,8950.0,28.45,251835,0.600903715,1,5.835920308733588,Excellent
104903,0,169556,4,0,23,1,5,1,2,1,3,48,415532,0,3532.4,3532.4,13.24,532803,1.282218989,0,3.2872863971405937,Low
105062,1,461896,1,1,34,1,4,2,2,0,0,24,3185737,0,19245.7,19245.7,12.63,0,0.0,0,6.217819055665236,Excellent
107320,4,5594577,1,1,35,0,2,0,2,0,2,36,102794810,0,155404.9,124323.9,19.43,53804248,0.523414051,1,8.635499096573119,Good
109500,0,212988,3,0,22,1,1,1,1,1,2,36,1525578,0,5916.3,5916.3,16.24,946834,0.620639511,1,2.069418684072212,Low
108566,3,386265,3,0,38,0,2,1,3,1,1,48,2473602,0,8047.2,4023.6,7.89,1016786,0.411054767,4,5.38161150725089,Excellent
103712,0,193940,2,0,37,0,4,2,2,1,2,24,3157402,0,8080.8,6464.7,14.81,1860018,0.589097546,4,2.583944364388105,Low
105755,1,359055,1,1,34,0,4,1,3,2,2,12,5212310,1,29921.2,29921.2,13.79,2623642,0.503354949,1,7.252702343529109,Good
104542,3,1889278,1,1,45,1,4,1,3,2,3,60,24936260,0,31488.0,31488.0,13.35,36513281,1.464264539,3,8.498187670040373,Good
104766,2,565955,1,1,46,0,3,1,1,2,2,18,9339779,0,31441.9,31441.9,26.96,4689072,0.502053861,1,6.565499029611165,Excellent
109409,4,4845236,1,1,54,0,2,0,3,2,0,24,46364594,0,201884.8,201884.8,11.75,0,0.0,1,9.179381459453747,Good
108668,4,3018238,2,1,33,1,1,0,2,1,1,48,4093880,0,62880.0,31440.0,15.71,845583,0.206548068,0,8.685647376053847,Good
103570,3,1990052,1,0,31,1,0,2,2,0,1,48,22528540,0,41459.4,41459.4,15.84,10382991,0.460881659,2,4.116718118733237,Low
108021,2,748360,1,1,51,0,4,2,1,0,1,60,7336113,0,12472.7,6236.3,24.3,1137324,0.15503087,3,6.439975140932436,Excellent
104732,1,190721,1,1,38,1,1,2,1,0,2,3,3723734,0,63573.7,63573.7,18.17,2821963,0.757831621,3,5.504140801003061,Excellent
107758,0,108831,1,1,32,1,1,1,3,1,3,60,344663,0,1813.8,1813.8,7.16,509413,1.478002662,3,6.309374288118147,Excellent
107473,1,155127,2,0,45,1,4,2,2,0,2,48,3063243,0,3231.8,3231.8,12.42,2104226,0.686927585,1,3.048122316266932,Low
103440,2,864707,1,1,59,1,0,2,3,0,2,36,15620167,0,24019.6,24019.6,12.6,9367913,0.599731941,1,7.810454894967533,Good
106866,0,19155,4,0,38,2,5,2,2,2,1,18,172789,1,1064.2,1064.2,10.34,38598,0.223382868,0,3.1298478479697667,Low
106312,0,36350,4,0,38,0,0,1,2,3,2,36,583770,0,1009.7,1009.7,17.64,316166,0.541593461,0,3.504854000312437,Low
104677,0,298549,1,0,43,0,5,1,3,0,2,18,4071969,1,16586.1,16586.1,10.97,3137555,0.770525201,1,2.9822909056509617,Low
106874,1,250475,3,0,31,2,2,0,1,0,2,72,1529949,0,3478.8,2783.1,24.13,1129342,0.738156732,1,3.0647579580020032,Low
110212,3,123493,2,0,33,0,0,1,3,1,2,48,2802782,0,2572.8,2572.8,7.95,1589058,0.566957443,0,4.976588187130513,Excellent
108430,2,744538,1,1,24,0,3,1,3,0,1,36,4134637,0,20681.6,20681.6,11.02,1519218,0.367436829,3,7.7224245729610175,Good
104713,1,154182,4,1,34,1,4,1,3,2,0,48,665042,0,3212.1,3212.1,7.4,0,0.0,0,8.091073719505093,Good
107486,1,12029,4,1,35,0,2,1,3,1,1,36,130358,0,334.1,334.1,12.57,43935,0.337032581,0,8.347562418420637,Good
105961,3,2175520,1,1,27,1,3,1,2,0,3,6,40969172,0,362586.7,362586.7,17.76,43861963,1.070608969,3,7.7594773298712845,Good
103678,1,482509,1,0,22,0,5,1,3,1,1,18,3045945,0,26806.1,26806.1,12.01,594875,0.195300615,1,3.635326638742783,Low
102179,3,2476081,1,1,32,1,1,2,1,0,2,72,53978492,0,34390.0,34390.0,15.36,29179010,0.540567345,3,6.672722203686745,Excellent
107690,3,1777962,1,0,32,1,4,1,1,3,0,60,26428878,0,29632.7,23706.2,17.33,0,0.0,3,3.199033952377674,Low
110105,0,11135,3,1,24,1,1,2,2,1,0,60,61948,0,185.6,185.6,12.1,0,0.0,5,6.360397045306052,Excellent
109970,0,169526,2,1,44,1,2,1,2,2,2,6,2377683,0,28254.3,28254.3,15.12,1573332,0.66170798,0,6.131847688945116,Excellent
102744,1,427491,2,0,45,0,1,1,1,0,2,18,2813831,0,23749.5,23749.5,27.22,1570405,0.558102013,3,2.8408927806186934,Low
105080,3,1744732,1,1,37,1,2,2,1,0,3,6,10216388,0,290788.7,290788.7,17.59,15240697,1.491789231,3,6.743855978531004,Good
111059,0,286870,2,0,27,0,0,2,3,0,3,48,1342913,0,5976.5,4781.2,10.59,1528215,1.137985483,4,3.3547410626069656,Low
108149,3,153798,2,0,27,0,1,2,1,2,2,18,2325486,1,8544.3,8544.3,27.64,1667042,0.716857396,0,4.024096091809329,Low
102071,4,9934850,1,1,31,0,2,1,3,1,2,24,12306272,0,413952.1,413952.1,9.61,7358742,0.597966814,3,9.369779620322845,Good
109906,1,138141,2,1,34,1,3,1,2,2,3,18,3297456,0,7674.5,3837.2,14.57,3886939,1.1787689,2,6.690730126907999,Good
109381,1,330407,4,1,33,2,3,2,2,0,2,60,543537,0,5506.8,5506.8,15.03,322509,0.593352959,0,7.510844398748603,Good
103845,0,79578,3,0,44,1,3,1,1,0,2,36,1856125,0,2210.5,2210.5,25.36,988397,0.532505718,1,2.5287885912965953,Low
108480,3,204986,3,1,37,0,1,2,3,0,1,48,1837720,0,4270.5,4270.5,9.27,865602,0.471019631,4,8.975085670585333,Good
102149,4,4996838,1,1,50,0,5,2,3,1,2,36,73358664,0,138801.1,138801.1,10.01,53820239,0.733658927,3,9.099175025994965,Good
111043,0,279566,1,0,24,0,1,2,1,2,1,36,3635544,0,7765.7,7765.7,26.21,708184,0.194794488,5,1.7989115369559014,Low
106721,0,159635,2,1,27,1,1,2,1,1,0,24,1338519,0,6651.5,6651.5,21.34,0,0.0,0,5.468409864567318,Excellent
102657,1,190987,1,0,42,0,2,1,2,0,0,18,1620288,0,10610.4,10610.4,16.64,0,0.0,3,2.873827939041518,Low
102501,3,1198154,2,0,48,0,3,1,2,1,2,24,5079360,0,49923.1,49923.1,12.75,3008199,0.592239725,5,4.304335812105251,Low
110793,2,376332,2,0,33,0,0,2,1,0,0,18,3422329,0,20907.3,20907.3,28.69,0,0.0,3,3.5020978712757374,Low
107818,1,213465,1,0,30,2,1,2,2,1,1,36,3461212,0,5929.6,5929.6,18.03,956830,0.276443595,3,2.9463652949775065,Low
102654,3,2082297,1,1,25,1,4,1,3,0,2,24,31659659,1,86762.4,86762.4,13.41,23187242,0.732390761,1,8.512640110742144,Good
103731,3,1689620,1,0,44,1,2,1,2,2,2,36,36342477,1,46933.9,46933.9,11.24,27726327,0.762917922,3,3.863341051476052,Low
106247,3,694033,1,1,48,1,2,1,1,2,1,48,4420634,0,14459.0,14459.0,22.82,1799838,0.407144724,3,6.949859520812729,Good
108623,2,700891,2,1,38,2,5,2,1,1,2,18,3418951,0,38938.4,38938.4,16.45,2683938,0.785017892,3,6.427613550121576,Excellent
108498,1,268440,1,1,26,1,0,1,2,0,0,24,5451152,1,11185.0,11185.0,10.25,0,0.0,3,6.084482962702883,Excellent
107044,3,2236370,1,0,44,0,3,0,3,0,3,36,45546511,1,62121.4,62121.4,12.93,62880435,1.380576315,3,4.9636708098986135,Excellent
104620,3,1353167,1,0,50,2,1,2,1,0,1,6,25012784,0,225527.8,225527.8,19.22,4741949,0.189581018,3,3.2708203514534824,Low
105871,1,334106,1,0,32,0,0,0,2,1,1,18,1458493,0,18561.4,18561.4,16.55,366694,0.251419774,0,2.877653981881278,Low
107097,1,409972,3,1,39,0,1,2,0,0,3,6,9249320,0,68328.7,68328.7,13.82,12682912,1.371226458,4,5.097903799438248,Excellent
102649,0,238921,2,0,45,1,3,1,3,2,0,48,2523189,1,4977.5,4977.5,13.14,0,0.0,5,3.482555670605832,Low
106710,0,183811,3,0,28,0,0,1,1,2,1,18,1755715,0,10211.7,10211.7,21.5,264453,0.150624094,5,2.3371782195783117,Low
110274,3,1878473,1,0,45,2,3,2,3,0,1,24,8518462,0,78269.7,78269.7,13.88,1634747,0.191906351,3,4.991242928173281,Excellent
107839,1,403370,1,1,28,0,5,2,2,1,1,36,2134815,0,11204.7,11204.7,13.9,1052075,0.492817938,1,6.279433378809128,Excellent
111089,4,2194165,1,1,35,1,4,1,2,1,2,72,7313621,0,30474.5,30474.5,19.37,5115604,0.699462577,3,8.431969846848741,Good
110263,3,418602,1,1,47,1,1,0,2,0,2,48,5785319,0,8720.9,8720.9,19.94,3201976,0.553465753,3,7.7675919025987366,Good
105789,1,66951,3,1,28,1,0,1,2,0,2,6,675621,0,11158.5,11158.5,10.35,356509,0.527676049,1,6.862941789709965,Good
101855,0,191162,3,1,32,0,2,1,2,0,3,24,884655,0,7965.1,7965.1,14.82,1310322,1.481167741,1,6.510360323416235,Excellent
111387,0,196900,3,1,45,1,1,1,3,1,2,3,3400867,0,65633.3,65633.3,8.55,2209289,0.649625147,5,7.170991734682075,Good
104670,3,593359,1,1,40,0,5,2,2,0,2,6,5238629,0,98893.2,49446.6,14.83,3280816,0.626273833,3,7.516099130537311,Good
108609,2,487721,1,1,44,0,5,1,3,1,0,12,8398794,0,40643.4,20321.7,11.89,0,0.0,1,7.7518568405232715,Good
103087,0,219642,2,1,39,0,2,1,0,2,2,24,4435496,0,9151.8,7321.4,10.22,3277509,0.738927212,0,3.9207322775582987,Low
104879,1,236341,1,0,45,1,0,1,2,1,0,18,3794189,1,13130.1,13130.1,18.01,0,0.0,3,2.9466892052592177,Low
106025,0,277069,4,1,34,0,5,2,2,3,1,24,339971,0,11544.5,11544.5,11.53,125002,0.36768383,0,6.739478523029288,Good
105399,3,1558513,1,1,32,0,4,2,1,1,2,48,12162532,0,32469.0,32469.0,22.0,8117556,0.667423193,1,6.958810767457695,Good
106164,3,2383711,1,1,37,1,2,1,2,0,0,48,3846196,1,49660.6,24830.3,14.78,0,0.0,3,7.619079342006474,Good
103170,1,188862,3,1,44,2,1,2,3,2,0,24,1808242,1,7869.2,7869.2,10.73,0,0.0,3,7.8711134348078735,Good
105972,3,1003221,1,0,33,1,2,1,0,0,2,36,21214969,1,27867.2,22293.8,10.25,12064175,0.568663331,1,1.8091243848943517,Low
105689,1,179264,1,1,29,0,5,2,3,3,0,24,3660437,0,7469.3,7469.3,9.91,0,0.0,3,7.0433240322041595,Good
102267,0,159381,4,1,36,1,0,0,0,1,2,24,781060,1,6640.9,6640.9,10.92,520644,0.666586149,0,4.738255648565765,Excellent
106217,0,75775,1,0,40,0,4,2,2,3,3,36,1304900,1,2104.9,2104.9,13.22,1657432,1.270160218,3,2.102913119856461,Low
107944,0,12662,3,1,40,0,0,0,3,0,0,24,279292,0,527.6,527.6,7.5,0,0.0,5,7.106337405582436,Good
103518,0,192474,1,1,31,1,5,2,2,0,1,36,4185525,0,5346.5,5346.5,15.08,588429,0.140586648,3,5.738544466208775,Excellent
102715,3,1477843,1,1,27,0,2,1,1,0,3,12,29994169,1,123153.6,123153.6,21.52,37511750,1.250634762,0,6.929463958227843,Good
104175,0,163514,3,1,31,0,1,2,1,0,2,36,1112128,0,4542.1,4542.1,22.09,757078,0.680747339,5,5.89966916043458,Excellent
105158,1,119367,1,0,33,0,0,1,1,1,0,48,2911316,0,2486.8,2486.8,23.81,0,0.0,1,2.2554214281086113,Low
106108,1,436112,1,1,29,1,2,2,1,0,1,60,7958699,0,7268.5,7268.5,17.25,3122878,0.392385511,5,5.471473374730159,Excellent
102153,0,152230,2,0,33,1,1,2,0,1,2,12,2691834,1,12685.8,12685.8,15.99,1794425,0.666617889,1,0.6789054272252394,Low
101883,0,56051,3,0,33,0,3,2,1,1,2,24,1292169,0,2335.5,2335.5,26.91,863220,0.668039492,4,2.6068110341879454,Low
106652,3,2250349,1,1,50,1,1,1,3,1,0,24,20815711,0,93764.5,93764.5,9.58,0,0.0,0,8.326328844292387,Good
104134,3,667143,1,1,48,0,0,2,3,2,0,60,7864648,0,11119.0,11119.0,12.0,0,0.0,1,8.356979437022714,Good
110602,3,408152,1,1,31,1,2,0,0,0,2,18,4674532,0,22675.1,22675.1,12.19,3132163,0.670048407,2,5.406895335544501,Excellent
109379,2,609573,2,1,43,1,2,1,3,0,2,18,2311397,0,33865.2,33865.2,13.51,1343388,0.581201806,2,8.234642390331626,Good
108574,3,1982652,1,1,38,0,2,2,2,0,0,12,15713809,0,165221.0,165221.0,19.48,0,0.0,3,7.836226482880141,Good
105114,3,1320996,1,1,26,0,2,1,3,0,3,18,23634802,0,73388.7,73388.7,13.98,33983514,1.437859043,1,8.49696333565881,Good
106355,3,96565,4,1,28,0,3,1,1,0,1,60,187598,0,1609.4,1609.4,18.73,65115,0.347098705,0,7.882920554139165,Good
